gps_sec,odom_speed
67197.8499992896,0
67197.9170076156,0
67197.9829999764,0
67198.0499984013,0
67198.1170064522,0
67198.182999088,0
67198.250007139,0
67198.3170055639,0
67198.3830078258,0
67198.4500062506,0
67198.5170044005,0
67198.5830069374,0
67198.6500050873,0
67198.7170032371,0
67198.783005774,0
67198.8500039239,0
67198.9170023488,0
67198.9830046106,0
67199.0500030355,0
67199.1170011854,0
67199.1830037223,0
67199.2500018721,0
67199.317000022,0
67199.3830025589,0
67199.4500007087,0
67199.5169988586,0
67199.5830013955,0
67199.6499995454,0
67199.7170078714,0
67199.7830002321,0
67199.849998657,0
67199.917006983,0
67199.9829993438,0
67200.0500076698,0
67200.1170058196,0
67200.1829981804,0
67200.2500065064,0
67200.3170046562,0
67200.3830071932,0
67200.450005343,0
67200.5170034929,0
67200.5830060298,0
67200.6500041796,0
67200.7170026045,0
67200.7830048664,0
67200.8500032913,0
67200.9170014411,0
67200.983003978,0
67201.0500021279,0
67201.1170002777,0
67201.1830028147,0
67201.2500009645,0
67201.3169993894,0
67201.3830016513,0
67201.4500000761,0
67201.516998226,0
67201.5830007629,0
67201.6499989128,0
67201.7170072388,0
67201.7829995995,0
67201.8500079255,0
67201.9170060754,0
67201.9829984361,0
67202.0500067621,0
67202.117004912,0
67202.1830074489,0
67202.2500055988,0
67202.3170040236,0
67202.3830062855,0
67202.4500047104,0
67202.5170028603,0
67202.5830053972,0
67202.650003547,0
67202.7170016969,0
67202.7830042338,0
67202.8500023836,0
67202.9170005335,0
67202.9839989584,0
67203.0500012203,0
67203.1169996451,0
67203.183001907,0
67203.2500003319,0
67203.3169984818,0
67203.3830010187,0
67203.4499991685,0
67203.5170074945,0
67203.5829998553,0
67203.6499980051,0
67203.7170063311,0
67203.7829986919,0
67203.8500070179,0
67203.9170051678,0
67203.9830077047,0
67204.0500058545,0
67204.1170042794,0
67204.1830065413,0
67204.2500049662,0
67204.317003116,0
67204.3840012659,0
67204.4500038028,0
67204.5170019526,0
67204.5840003775,0
67204.6500026394,0
67204.7170010643,0
67204.7839992141,0
67204.850001751,0
67204.9169999009,0
67204.9839980507,0
67205.0500005877,0
67205.1169987375,0
67205.1840070635,0
67205.2499994243,0
67205.3170077503,0
67205.3840059001,0
67205.4499982609,0
67205.5170065869,0
67205.5840050118,0
67205.6500072737,0
67205.7170056985,0
67205.7840038484,0
67205.8500063853,0
67205.9170045351,0
67205.984002685,0
67206.0500052219,0
67206.1170033718,0
67206.1840015216,0
67206.2500040585,0
67206.3170022084,0
67206.3840006333,0
67206.4500028951,0
67206.51700132,0
67206.5839994699,0
67206.6500020068,0
67206.7170001566,0
67206.7839983065,0
67206.8500008434,0
67206.9169989933,0
67206.9840073193,0
67207.04999968,0
67207.1169981049,0
67207.1840061559,0
67207.2499987917,0
67207.3170068426,0
67207.3840052675,0
67207.4500075294,0
67207.5170059543,0
67207.5840041041,0
67207.6500066411,0
67207.7170047909,0
67207.7840029408,0
67207.8500054777,0
67207.9170036275,0
67207.9840020524,0
67208.0500043143,0
67208.1170027392,0
67208.184000889,0
67208.2500034259,0
67208.3170015758,0
67208.3839997256,0
67208.4509978755,0
67208.5170004124,0
67208.5839985622,0
67208.6510068882,0
67208.716999249,0
67208.784007575,0
67208.8510059999,0
67208.9169983607,0
67208.9840066867,0
67209.0510048365,0
67209.1170073734,0
67209.1840055233,0
67209.2510036731,0
67209.31700621,0
67209.3840043599,0
67209.4510025097,0
67209.5170050467,0
67209.5840031965,0
67209.6510016214,0
67209.7170038833,0
67209.7840023082,0
67209.851000458,0
67209.9170029949,0
67209.9840011448,0
67210.0509992946,0
67210.1170018315,0
67210.1839999814,0
67210.2509984063,0
67210.3170006681,0
67210.383999093,0
67210.451007144,0
67210.5169997798,0
67210.5840078308,0
67210.6510062556,0
67210.7169986164,0
67210.7840069424,0
67210.8510050923,0
67210.9170076292,0
67210.984005779,0
67211.0510039289,0
67211.1170064658,0
67211.1840046156,0
67211.2510030405,0
67211.3170053024,0
67211.3840037273,0
67211.4510018771,0
67211.5170044141,0
67211.5840025639,0
67211.6510007138,0
67211.7170032507,0
67211.7840014005,0
67211.8509995504,0
67211.9170020873,0
67211.9840002371,0
67212.050998662,0
67212.1170009239,0
67212.1839993488,0
67212.2510076748,0
67212.3170000355,0
67212.3839981854,0
67212.4510065114,0
67212.5169988722,0
67212.5840071982,0
67212.651005348,0
67212.7180034979,0
67212.7840060348,0
67212.8510041846,0
67212.9180026095,0
67212.9840048714,0
67213.0510032963,0
67213.1180014461,0
67213.184003983,0
67213.2510021329,0
67213.3180002827,0
67213.3840028197,0
67213.4510009695,0
67213.5179993944,0
67213.5840016563,0
67213.6510000812,0
67213.717998231,0
67213.7840007679,0
67213.8509989178,0
67213.9180072438,0
67213.9839996045,0
67214.0510079305,0
67214.1180060804,0
67214.1839984411,0
67214.2510067672,0
67214.318004917,0
67214.3840074539,0
67214.4510056038,0
67214.5180040287,0
67214.5840062905,0
67214.6510047154,0
67214.7180028653,0
67214.7840054022,0
67214.851003552,0
67214.9180017019,0
67214.9840042388,0
67215.0510023886,0
67215.1180005385,0
67215.1840030754,0
67215.2510012253,0
67215.3179996501,0
67215.384001912,0
67215.4510003369,0
67215.5179984868,0
67215.5840010237,0
67215.6509991735,0
67215.7180074995,0
67215.7839998603,0
67215.8509980101,0
67215.9180063361,0
67215.9839986969,0
67216.0510070229,0
67216.1180051728,0
67216.1840077097,0
67216.2510058595,0
67216.3180042844,0
67216.3840065463,0
67216.4510049712,0
67216.518003121,0
67216.5840056579,0
67216.6510038078,0
67216.7180019576,0
67216.7840044945,0
67216.8510026444,0
67216.9180010693,0
67216.9840033312,0
67217.051001756,0
67217.1179999059,0
67217.1840024428,0
67217.2510005927,0
67217.3179987425,0
67217.3840012794,0
67217.4509994293,0
67217.5180077553,0
67217.584000116,0
67217.6509982659,0
67217.7180065919,0
67217.7839989527,0
67217.8510072787,0
67217.9180057035,0
67217.9839980643,0
67218.0510063903,0
67218.1180045402,0
67218.1840070771,0
67218.2510052269,0
67218.3180033768,0
67218.3840059137,0
67218.4510040635,0
67218.5180022134,0
67218.5840047503,0
67218.6510029002,0
67218.718001325,0
67218.7840035869,0
67218.8510020118,0
67218.9180001616,0
67218.9840026986,0
67219.0510008484,0
67219.1179989983,0
67219.1850073243,0
67219.250999685,0
67219.3179981099,0
67219.3850061609,0
67219.4509987967,0
67219.5180068476,0
67219.5850052725,0
67219.6510075344,0
67219.7180059593,0
67219.7850041091,0
67219.8510066461,0
67219.9180047959,0
67219.9850029458,0
67220.0510054827,0
67220.1180036325,0
67220.1850020574,0
67220.2510043193,0
67220.3180027442,0
67220.385000894,0
67220.4510034309,0
67220.5180015808,0
67220.5849997306,0
67220.6510022676,0
67220.7180004174,0
67220.7849985673,0
67220.8510011042,0
67220.917999254,0
67220.98500758,0
67221.0509999408,0
67221.1179983657,0
67221.1850066917,0
67221.2509990524,0
67221.3180073784,0
67221.3850055283,0
67221.4510080652,0
67221.518006215,0
67221.5850043649,0
67221.6510069018,0
67221.7180050517,0
67221.7850032015,0
67221.8510057384,0
67221.9180038883,0
67222.051004575,0
67222.1180029999,0
67222.1850011498,0
67222.2510036867,0
67222.3180018365,0
67222.3849999864,0
67222.4510025233,0
67222.5180006732,0
67222.584999098,0
67222.6510013599,0
67222.7179997848,0
67222.7850078358,0
67222.8510004716,0
67222.9179986214,0
67222.9850069474,0
67223.0509993082,0
67223.1180076342,0
67223.185005784,0
67223.2509981448,0
67223.3180064708,0
67223.3850046206,0
67223.4520030455,0
67223.5180053074,0
67223.5850037323,0
67223.6520018821,0
67223.7180044191,0
67223.7850025689,0
67223.8520007188,0
67223.9180032557,0
67223.9850014055,0
67224.0519995554,0
67224.1180020923,0
67224.1850002421,0
67224.251998667,0
67224.3180009289,0
67224.3849993538,0
67224.4520076798,0
67224.5180000406,0
67224.5849981904,0
67224.6520065164,0
67224.7179988772,0
67224.7850072032,0
67224.852005353,0
67224.9180078899,0
67224.9850060398,0
67225.0520041896,0
67225.1180067266,0
67225.1850048764,0
67225.2520033013,0
67225.3180055632,0
67225.385003988,0
67225.4520021379,0
67225.5180046748,0
67225.5850028247,0
67225.6520009745,0
67225.7180035114,0
67225.7850016613,0
67225.8520000862,0
67225.918002348,0
67225.9850007729,0
67226.0519989228,0
67226.1180014597,0
67226.1849996095,0
67226.2520079355,0
67226.3180002963,0
67226.3849984462,0
67226.4520067722,0
67226.5179991329,0
67226.5850074589,0
67226.6520056088,0
67226.7179979695,0
67226.7850062955,0
67226.8520047204,0
67226.9180069823,0
67226.9850054072,0
67227.052003557,0
67227.118006094,0
67227.1850042438,0
67227.2520023937,0
67227.3180049306,0
67227.3850030804,0
67227.4520012303,0
67227.5180037672,0
67227.585001917,0
67227.6520003419,0
67227.7180026038,0
67227.7850010287,0
67227.8519991785,0
67227.9190075045,0
67227.9849998653,0
67228.0519980151,0
67228.1180005521,0
67228.1849987019,0
67228.2520070279,0
67228.3179993887,0
67228.3850077147,0
67228.4520058645,0
67228.5179985003,0
67228.5850065513,0
67228.6520049762,0
67228.719003126,0
67228.7850056629,0
67228.8520038128,0
67228.9190019626,0
67228.9850044996,0
67229.0520026494,0
67229.1190010743,0
67229.1850033362,0
67229.2520017611,0
67229.3189999109,0
67229.3850024478,0
67229.4520005977,0
67229.5189987475,0
67229.5850012844,0
67229.6519994343,0
67229.7190077603,0
67229.785000121,0
67229.8519982709,0
67229.9190065969,0
67229.9849989577,0
67230.0520072837,0
67230.1190057085,0
67230.1849980693,0
67230.2520063953,0
67230.3190045452,0
67230.3850070821,0
67230.4520052319,0
67230.5190033818,0
67230.5850059187,0
67230.6520040685,0
67230.7190022184,0
67230.7850047553,0
67230.8520029052,0
67230.91900133,0
67230.9850035919,0
67231.0520020168,0
67231.1190001667,0
67231.1850027036,0
67231.2520008534,0
67231.3189990033,0
67231.3850015402,0
67231.45199969,0
67231.5189981149,0
67231.5850003768,0
67231.6519988017,0
67231.7190068527,0
67231.7849994884,0
67231.8520075394,0
67231.9190059643,0
67231.9849983251,0
67232.0520066511,0
67232.1190048009,0
67232.1850073378,0
67232.2520054877,0
67232.3190036375,0
67232.3850061744,0
67232.4520043243,0
67232.5190027492,0
67232.5850050111,0
67232.6520034359,0
67232.7190015858,0
67232.7850041227,0
67232.8520022726,0
67232.9190004224,0
67232.9850029593,0
67233.0520011092,0
67233.118999259,0
67233.1850017959,0
67233.2519999458,0
67233.3189983707,0
67233.3850006326,0
67233.4519990574,0
67233.5190073834,0
67233.5849997442,0
67233.6520080702,0
67233.7190062201,0
67233.7849985808,0
67233.8520069068,0
67233.9190050567,0
67233.9850075936,0
67234.0520057434,0
67234.1190038933,0
67234.1860023182,0
67234.25200458,0
67234.3190030049,0
67234.3860011548,0
67234.4520036917,0
67234.5190018415,0
67234.5859999914,0
67234.6520025283,0
67234.7190006782,0
67234.785999103,0
67234.8520013649,0
67234.9189997898,0
67234.9860078408,0
67235.0520004766,0
67235.1189986264,0
67235.1860069524,0
67235.2519993132,0
67235.3190076392,0
67235.386005789,0
67235.4519981498,0
67235.5190064758,0
67235.5860046257,0
67235.6520071626,0
67235.7190053124,0
67235.7860037373,0
67235.8520059992,0
67235.9190044241,0
67235.9860025739,0
67236.0520051108,0
67236.1190032607,0
67236.1860014105,0
67236.2520039474,0
67236.3190020973,0
67236.3860002471,0
67236.4520027841,0
67236.5190009339,0
67236.5859993588,0
67236.6520016207,0
67236.7190000456,0
67236.7859981954,0
67236.8520007323,0
67236.9189988822,0
67236.9860072082,0
67237.0519995689,0
67237.1190078949,0
67237.1860060448,0
67237.2519984056,0
67237.3190067316,0
67237.3860048814,0
67237.4520074183,0
67237.5190055682,0
67237.5860039931,0
67237.6520062549,0
67237.7190046798,0
67237.7860028297,0
67237.8520053666,0
67237.9190035164,0
67237.9860016663,0
67238.0520042032,0
67238.1190023531,0
67238.1860007779,0
67238.2520030398,0
67238.3190014647,0
67238.3859996145,0
67238.4530079406,0
67238.5190003013,0
67238.5859984512,0
67238.6530067772,0
67238.7189991379,0
67238.7860074639,0
67238.8530056138,0
67238.9189979745,0
67238.9860063005,0
67239.0530047254,0
67239.1190069873,0
67239.1860054122,0
67239.253003562,0.980565450132134
67239.319006099,1.16390583045233
67239.3860042488,1.35001180226172
67239.4530023987,1.38888888888889
67239.5190049356,1.38888888888889
67239.5860030854,1.38888888888889
67239.6530012353,1.53611454241412
67239.7190037722,1.71945492273432
67239.786001922,1.90556089454371
67239.8530003469,1.94444444444444
67239.9190026088,1.94444444444444
67239.9860010337,1.94444444444444
67240.0529991835,2.16527437584589
67240.1190017204,2.44028494632619
67240.1859998703,2.71944390404028
67240.2529980202,2.77777777777778
67240.3190005571,2.77777777777778
67240.3859987069,2.77777777777778
67240.4530070329,2.92501953589688
67240.5189993937,3.10833164910841
67240.5860077197,3.29446588799959
67240.6530058695,3.33333333333333
67240.7189985053,3.33333333333333
67240.7860065563,3.33333333333333
67240.8530049812,3.33333333333333
67240.9190072431,3.33333333333333
67240.9860056679,3.33333333333333
67241.0530038178,3.33333333333333
67241.1190063547,3.33333333333333
67241.1860045046,3.33333333333333
67241.2530026544,3.33333333333333
67241.3190051913,3.33333333333333
67241.3860033412,3.33333333333333
67241.4530017661,3.47843386322578
67241.5190040279,3.65912526059886
67241.5860024528,3.84254380821002
67241.6530006027,3.88299080934164
67241.7190031396,3.88563903933518
67241.7860012894,3.88832721646049
67241.8529994393,3.82235689733422
67241.9190019762,3.73950167683054
67241.9860001261,3.65539662968061
67242.0529982759,3.6307439282407
67242.1190008128,3.62192895858427
67242.1859989627,3.61298101982951
67242.2530072887,3.61111111111111
67242.3189996494,3.61111111111111
67242.3859980743,3.61111111111111
67242.4530064003,3.61111111111111
67242.5189987611,3.61111111111111
67242.5860070871,3.61111111111111
67242.6530052369,3.61111111111111
67242.7200033868,3.61111111111111
67242.7860059237,3.61111111111111
67242.8530040735,3.61111111111111
67242.9200022234,3.61111111111111
67242.9860047603,3.61111111111111
67243.0530029102,3.8319565701337
67243.120001335,4.11111667381111
67243.1860035969,4.38612609832809
67243.2530020218,4.44444444444444
67243.3200001717,4.44444444444444
67243.3860027086,4.44444444444444
67243.4530008584,4.44444444444444
67243.5190033953,4.44444444444444
67243.5860015452,4.44444444444444
67243.652999695,4.44444444444444
67243.719002232,4.44444444444444
67243.7860003818,4.44444444444444
67243.8529988067,4.37083499071472
67243.9200068577,4.27776825325014
67243.9859994935,4.18611181464993
67244.0530075444,4.16666666666667
67244.1200059693,4.16666666666667
67244.1859983301,4.16666666666667
67244.2530066561,4.16666666666667
67244.3200048059,4.16666666666667
67244.3860073428,4.16666666666667
67244.4530054927,4.16666666666667
67244.5200036425,4.16666666666667
67244.5860061795,4.16666666666667
67244.6530043293,4.16666666666667
67244.7200027542,4.16666666666667
67244.7860050161,4.16666666666667
67244.8530034409,4.16666666666667
67244.9200015908,4.16666666666667
67244.9860041277,4.16666666666667
67245.0530022776,4.16666666666667
67245.1200004274,4.16666666666667
67245.1860029643,4.16666666666667
67245.2530011142,4.09305400807973
67245.319999264,4.00000102217503
67245.3860018009,3.90833083201493
67245.4529999508,3.88888888888889
67245.5199983757,3.88888888888889
67245.5860006376,3.88888888888889
67245.6529990624,3.88888888888889
67245.7200073884,3.88888888888889
67245.7859997492,3.88888888888889
67245.8530080752,3.88888888888889
67245.9200062251,3.88888888888889
67245.9859985858,3.88888888888889
67246.0530069118,3.81951625582411
67246.1200050617,3.73183263296106
67246.1860075986,3.64545201547056
67246.2530057484,3.62289151853119
67246.3200038983,3.61752215548954
67246.3860064352,3.61223258281994
67246.4530045851,3.61111111111111
67246.5200030099,3.61111111111111
67246.5860052718,3.61111111111111
67246.6530036967,3.61111111111111
67246.7200018466,3.61111111111111
67246.7860043835,3.61111111111111
67246.8530025333,3.61111111111111
67246.9200006832,3.61111111111111
67246.9860032201,3.61111111111111
67247.0530013699,3.61111111111111
67247.1199997948,3.61111111111111
67247.1860020567,3.61111111111111
67247.2530004816,3.61111111111111
67247.3199986314,3.61111111111111
67247.3860011683,3.61111111111111
67247.4529993182,3.61111111111111
67247.5200076442,3.61111111111111
67247.586000005,3.61111111111111
67247.6529981548,3.61111111111111
67247.7200064808,3.61111111111111
67247.7859988416,3.61111111111111
67247.8530071676,3.61111111111111
67247.9200053174,3.61111111111111
67247.9860078543,3.61111111111111
67248.0530060042,3.61111111111111
67248.1200044291,3.61111111111111
67248.186006691,3.61111111111111
67248.2530051158,3.61111111111111
67248.3200032657,3.61111111111111
67248.3860058026,3.61111111111111
67248.4530039525,3.61111111111111
67248.5200021023,3.61111111111111
67248.5860046392,3.61111111111111
67248.6530027891,3.61111111111111
67248.7200009389,3.61111111111111
67248.7860034758,3.61111111111111
67248.8530016257,3.61111111111111
67248.9200000506,3.61111111111111
67248.9860023124,3.61111111111111
67249.0530007373,3.83194751665964
67249.1199988872,4.11110647437373
67249.1870072132,4.39030783273081
67249.2529995739,4.44444444444444
67249.3200079,4.44444444444444
67249.3870060498,4.44444444444444
67249.4529984106,4.44444444444444
67249.5200067366,4.44444444444444
67249.5870048864,4.44444444444444
67249.6530074233,4.44444444444444
67249.7200055732,4.44444444444444
67249.7870039981,4.44444444444444
67249.8530062599,4.37082463896729
67249.9200046848,4.27777127107482
67249.9870028347,4.18471828517013
67250.0530053716,4.16666666666667
67250.1200035214,4.16666666666667
67250.1870016713,4.16666666666667
67250.2530042082,4.16666666666667
67250.3200023581,4.16666666666667
67250.3870007829,4.16666666666667
67250.4530030448,4.30403451999865
67250.5200014697,4.47767416339015
67250.5869996196,4.65131309398401
67250.6530021565,4.69486880759552
67250.7200003063,4.70733584879842
67250.7869984562,4.71980289000132
67250.8530009931,4.72222222222222
67250.9199991429,4.72222222222222
67250.9870074689,4.72222222222222
67251.0529998297,4.72222222222222
67251.1199979795,4.72222222222222
67251.1870063056,4.72222222222222
67251.2529986663,4.83334334333136
67251.3200069923,4.97383820531101
67251.3870054172,5.11431230782673
67251.4530076791,5.1776612946603
67251.520006104,5.2232939279262
67251.5870042538,5.26892637386832
67251.6530067907,5.27777777777778
67251.7200049406,5.27777777777778
67251.7870030904,5.27777777777778
67251.8530056273,5.27777777777778
67251.9200037772,5.27777777777778
67251.987001927,5.27777777777778
67252.053004464,5.27777777777778
67252.1200026138,5.27777777777778
67252.1870010387,5.27777777777778
67252.2530033006,5.27777777777778
67252.3200017255,5.27777777777778
67252.3869998753,5.27777777777778
67252.4530024122,5.13054885493297
67252.5200005621,4.94444288313712
67252.5869987119,4.75833691134127
67252.6530012488,4.72222222222222
67252.7199993987,4.72222222222222
67252.7870077247,4.72222222222222
67252.8530000855,4.72222222222222
67252.9199985103,4.72222222222222
67252.9870065613,4.72222222222222
67253.0529991971,4.72222222222222
67253.1200072481,4.72222222222222
67253.187005673,4.72222222222222
67253.2540038228,4.64721691276779
67253.3200063597,4.55554672260769
67253.3870045096,4.46249373670299
67253.4540026594,4.44444444444444
67253.5200051963,4.44444444444444
67253.5870033462,4.44444444444444
67253.6540017711,4.29443952483359
67253.7200040329,4.11109990848894
67253.7870024578,3.924993172704
67253.8540006077,3.88888888888889
67253.9200031446,3.88888888888889
67253.9870012944,3.88888888888889
67254.0539994443,3.88888888888889
67254.1200019812,3.88888888888889
67254.1870001311,3.88888888888889
67254.2539982809,3.88888888888889
67254.3200008178,3.88888888888889
67254.3869989677,3.88888888888889
67254.4540072937,3.88888888888889
67254.5199996544,3.88888888888889
67254.5869980793,3.88888888888889
67254.6540064053,3.81387999260967
67254.7199987661,3.72222393599724
67254.7870070921,3.62915681654488
67254.8540052419,3.61111111111111
67254.9200077789,3.61111111111111
67254.9870059287,3.61111111111111
67255.0540040786,3.61111111111111
67255.1200066155,3.61111111111111
67255.1870047653,3.61111111111111
67255.2540029152,3.61111111111111
67255.3200054521,3.61111111111111
67255.3870036019,3.61111111111111
67255.4540020268,3.72978012412329
67255.5200042887,3.87481955569552
67255.5870027136,4.02204804732315
67255.6540008634,4.08194542005836
67255.7200034003,4.12024576441697
67255.7870015502,4.15912384896683
67255.8539997,4.26978795046246
67255.920002237,4.3958306198606
67255.9870003868,4.52377457545196
67256.0539988117,4.595476580725
67256.1200010736,4.65277405288869
67256.1869994985,4.71093630786509
67256.2540075494,4.72222222222222
67256.3200001852,4.72222222222222
67256.3869983351,4.72222222222222
67256.4540066611,4.72222222222222
67256.5199990218,4.72222222222222
67256.5870073478,4.72222222222222
67256.6540054977,4.72222222222222
67256.7200080346,4.72222222222222
67256.7870061845,4.72222222222222
67256.8540043343,4.72222222222222
67256.9200068712,4.72222222222222
67256.9870050211,4.72222222222222
67257.054003446,4.8722317943229
67257.1200057078,5.05557141066755
67257.1870041327,5.24167814645249
67257.2540022826,5.27777777777778
67257.3200048195,5.27777777777778
67257.3870029693,5.27777777777778
67257.4540011192,5.27777777777778
67257.520999269,5.27777777777778
67257.587001806,5.27777777777778
67257.6539999558,5.27777777777778
67257.7200024927,5.27777777777778
67257.7870006426,5.27777777777778
67257.8539990674,5.27777777777778
67257.9210073935,5.27777777777778
67257.9869997542,5.27777777777778
67258.0540080802,5.27777777777778
67258.1210062301,5.27777777777778
67258.1869985908,5.27777777777778
67258.2540069168,5.27777777777778
67258.3199992776,5.27777777777778
67258.3870076036,5.27777777777778
67258.4540057534,5.42779375958198
67258.5210039033,5.61389973137783
67258.5870064402,5.79724011168469
67258.6540045901,5.83333333333333
67258.720007127,5.83333333333333
67258.7870052768,5.83333333333333
67258.8540037017,5.83333333333333
67258.9200059636,5.83333333333333
67258.9870043885,5.83333333333333
67259.0540025383,5.83333333333333
67259.1200050752,5.83333333333333
67259.1870032251,5.83333333333333
67259.2540013749,5.83333333333333
67259.3209997998,5.83333333333333
67259.3870020617,5.83333333333333
67259.4540004866,5.83333333333333
67259.5200027485,5.83333333333333
67259.5870011733,5.83333333333333
67259.6539993232,5.83333333333333
67259.7210076492,5.83333333333333
67259.78700001,5.83333333333333
67259.8539981598,5.77125630676119
67259.9210064858,5.69422261434615
67259.9869988466,5.61835688953802
67260.0540071726,5.5904880107571
67260.1210053224,5.5744570186206
67260.1870078593,5.55866425191548
67260.2540060092,5.55555555555556
67260.3210044341,5.55555555555556
67260.387006696,5.55555555555556
67260.4540051208,5.40554133097596
67260.5210032707,5.21943535918011
67260.5870058076,5.03609497887325
67260.6540039575,5
67260.7210021073,5
67260.7870046442,5
67260.8540027941,4.84999223868306
67260.9210009439,4.66388626687367
67260.9870034808,4.48054588655347
67261.0540016307,4.44444444444444
67261.1210000556,4.44444444444444
67261.1870023175,4.44444444444444
67261.2540007423,4.2944423823851
67261.3209988922,4.10833641057571
67261.3870014291,3.92499603025551
67261.453999579,3.88888888888889
67261.521007905,3.88888888888889
67261.5870002657,3.88888888888889
67261.6539984156,3.73889329010312
67261.7210067416,3.5527590511984
67261.7869991023,3.36944693797353
67261.8540074283,3.33333333333333
67261.9210055782,3.33333333333333
67261.986998214,3.33333333333333
67262.054006265,3.33333333333333
67262.1210046898,3.33333333333333
67262.1870069517,3.33333333333333
67262.2540053766,3.18331839832641
67262.3210035264,2.99721242651701
67262.3870060634,2.81387204619682
67262.4540042132,2.77777777777778
67262.5210023631,2.77777777777778
67262.5870049,2.77777777777778
67262.6540030498,2.55276507017774
67262.7210014747,2.27360496650033
67262.7870037366,1.99859554198336
67262.8540021615,1.94444444444444
67262.9210003113,1.94444444444444
67262.9870028482,1.94444444444444
67263.0540009981,1.79444167196869
67263.1209991479,1.6083357001593
67263.1870016849,1.4249953198391
67263.2539998347,1.38888888888889
67263.3209979846,1.38888888888889
67263.3870005215,1.38888888888889
67263.4539986713,1.3167909460178
67263.5210069973,1.22732277316295
67263.5869993581,1.13921109672504
67263.6540076841,1.11895220458403
67263.721006109,1.11535378977192
67263.7869984697,1.11180940960381
67263.8540067957,1.11111111111111
67263.9210049456,1.11111111111111
67263.9870074825,1.11111111111111
67264.0540056324,1.11111111111111
67264.1210037822,1.11111111111111
67264.1880019321,1.11111111111111
67264.254004469,1.11111111111111
67264.3210026188,1.11111111111111
67264.3880010437,1.11111111111111
67264.4540033056,1.11111111111111
67264.5210017305,1.11111111111111
67264.5879998803,1.11111111111111
67264.6540024172,1.11111111111111
67264.7210005671,1.11111111111111
67264.7879987169,1.11111111111111
67264.8540012538,1.11111111111111
67264.9209994037,1.11111111111111
67264.9880077297,1.11111111111111
67265.0540000905,1.26111136238671
67265.1209985153,1.44721809817165
67265.1880065663,1.63335157310082
67265.2539992021,1.66666666666667
67265.3210072531,1.66666666666667
67265.388005678,1.66666666666667
67265.4539980387,1.66666666666667
67265.5210063647,1.66666666666667
67265.5880045146,1.66666666666667
67265.6540070515,1.66666666666667
67265.7210052013,1.66666666666667
67265.7880033512,1.66666666666667
67265.8540058881,1.66666666666667
67265.921004038,1.66666666666667
67265.9880024628,1.66666666666667
67266.0540047247,1.81667979088985
67266.1210031496,2.00278652667479
67266.1880012995,2.18889249848419
67266.2540038364,2.22222222222222
67266.3210019862,2.22222222222222
67266.3880001361,2.22222222222222
67266.454002673,2.22222222222222
67266.5210008228,2.22222222222222
67266.5879989727,2.22222222222222
67266.6540015096,2.22222222222222
67266.7209996594,2.22222222222222
67266.7879980843,2.22222222222222
67266.8540003462,2.22222222222222
67266.9209987711,2.22222222222222
67266.9880070971,2.22222222222222
67267.0539994579,2.22222222222222
67267.1210077839,2.22222222222222
67267.1880059337,2.22222222222222
67267.2539982945,2.22222222222222
67267.3210066205,2.22222222222222
67267.3880047703,2.22222222222222
67267.4540073072,2.22222222222222
67267.5210054571,2.22222222222222
67267.5880036069,2.22222222222222
67267.6540061439,2.22222222222222
