gps_sec,ref_vf,obd_speed,ref_vf_sorted,obd_speed_sorted,obd_speed_sorted_smoothed
67193.6,0.00209045449603669,0,0.000509116882454314,0.000509116882454314,0.000509116882454314
67193.8,0.00225831795812724,0,0.000509116882454314,0.000509116882454314,0.000509116882454314
67194,0.00272029410174709,0,0.000509116882454314,0.000509116882454314,0.000509116882454314
67194.2,0.00193390796058137,0,0.000804984471899924,0.000804984471899924,0.000804984471899924
67194.4,0.00326955654485436,0,0.000881816307401944,0.000881816307401944,0.000881816307401944
67194.6,0.00394081209904761,0,0.00113841995766062,0.00113841995766062,0.00113841995766062
67194.8,0.00453100430368368,0,0.00113841995766062,0.00113841995766062,0.00113841995766062
67195,0.00433704968844029,0,0.00124707658144959,0.00124707658144959,0.00124707658144959
67195.2,0.00186815416922694,0,0.00129799845916704,0.00129799845916704,0.00129799845916704
67195.4,0.00174928556845359,0,0.00134699665923862,0.00134699665923862,0.00134699665923862
67195.6,0.00092736184954957,0,0.00144,0.00144,0.00144
67195.8,0.0019,0,0.00148431802522236,0.00148431802522236,0.00148431802522236
67196,0.0032310988842807,0,0.00148431802522236,0.00148431802522236,0.00148431802522236
67196.2,0.000616441400296898,0,0.00148431802522236,0.00148431802522236,0.00148431802522236
67196.4,0.00136014705087354,0,0.00152735064736294,0.00152735064736294,0.00152735064736294
67196.6,0.00184661853126194,0,0.00152735064736294,0.00152735064736294,0.00152735064736294
67196.8,0.00141774468787578,0,0.0016497272501841,0.0016497272501841,0.0016497272501841
67197,0.00200748598998847,0,0.0018,0.0018,0.0018
67197.2,0.00106301458127346,0,0.0018,0.0018,0.0018
67197.4,0.00126885775404495,0,0.0018,0.0018,0.0018
67197.6,0.000848528137423857,0,0.0018356470248934,0.0018356470248934,0.0018356470248934
67197.8,0.00178044938147649,0,0.0018356470248934,0.0018356470248934,0.0018356470248934
67198,0.0016583123951777,0,0.0018356470248934,0.0018356470248934,0.0018356470248934
67198.2,0.000866025403784439,0,0.00187061487217439,0.00187061487217439,0.00187061487217439
67198.4,0.00104880884817015,0,0.00187061487217439,0.00187061487217439,0.00187061487217439
67198.6,0.00140712472794703,0,0.00193865933056842,0.00193865933056842,0.00193865933056842
67198.8,0.00144913767461894,0,0.00193865933056842,0.00193865933056842,0.00193865933056842
67199,0.00131529464379659,0,0.00193865933056842,0.00193865933056842,0.00193865933056842
67199.2,0.00106301458127346,0,0.00193865933056842,0.00193865933056842,0.00193865933056842
67199.4,0.0016583123951777,0,0.0019718012070186,0.0019718012070186,0.0019718012070186
67199.6,0.00165529453572468,0,0.0019718012070186,0.0019718012070186,0.0019718012070186
67199.8,0.00264764045897475,0,0.0019718012070186,0.0019718012070186,0.0019718012070186
67200,0.00333166624979154,0,0.0019718012070186,0.0019718012070186,0.0019718012070186
67200.2,0.00219317121994613,0,0.00203646752981726,0.00203646752981726,0.00203646752981726
67200.4,0.00268514431641951,0,0.00206804255275369,0.00206804255275369,0.00206804255275369
67200.6,0.00301330383466387,0,0.00206804255275369,0.00206804255275369,0.00206804255275369
67200.8,0.00298496231131986,0,0.00206804255275369,0.00206804255275369,0.00206804255275369
67201,0.00314483703870328,0,0.00206804255275369,0.00206804255275369,0.00206804255275369
67201.2,0.00179164728671689,0,0.00209914268214431,0.00209914268214431,0.00209914268214431
67201.4,0.00147648230602334,0,0.00209914268214431,0.00209914268214431,0.00209914268214431
67201.6,0.00288097205817759,0,0.00212978872191586,0.00212978872191586,0.00212978872191586
67201.8,0.00300832179129826,0,0.00212978872191586,0.00212978872191586,0.00212978872191586
67202,0.00318433666561813,0,0.00212978872191586,0.00212978872191586,0.00212978872191586
67202.2,0.00187082869338697,0,0.00212978872191586,0.00212978872191586,0.00212978872191586
67202.4,0.00121243556529821,0,0.00221918904106883,0.00221918904106883,0.00221918904106883
67202.6,0.00230217288664427,0,0.00221918904106883,0.00221918904106883,0.00221918904106883
67202.8,0.00315277655408689,0,0.00221918904106883,0.00221918904106883,0.00221918904106883
67203,0.00469148164229596,0,0.00221918904106883,0.00221918904106883,0.00221918904106883
67203.2,0.00288097205817759,0,0.00221918904106883,0.00221918904106883,0.00221918904106883
67203.4,0.00584636639289739,0,0.00221918904106883,0.00221918904106883,0.00221918904106883
67203.6,0.0104470091413763,0,0.00221918904106883,0.00221918904106883,0.00221918904106883
67203.8,0.00501796771611775,0,0.00227683991532123,0.00227683991532123,0.00227683991532123
67204,0.00880227243386615,0,0.00230512472547583,0.00230512472547583,0.00230512472547583
67204.2,0.00777045687202496,0,0.00230512472547583,0.00230512472547583,0.00230512472547583
67204.4,0.00563648826841678,0,0.00233306665142683,0.00233306665142683,0.00233306665142683
67204.6,0.00260192236625154,0,0.00233306665142683,0.00233306665142683,0.00233306665142683
67204.8,0.00877040477971228,0,0.00233306665142683,0.00233306665142683,0.00233306665142683
67205,0.00447883913531174,0,0.00233306665142683,0.00233306665142683,0.00233306665142683
67205.2,0.00347706773014274,0,0.00236067786874872,0.00236067786874872,0.00236067786874872
67205.4,0.00402740611312045,0,0.00238796984905589,0.00238796984905589,0.00238796984905589
67205.6,0.00317017349682947,0,0.00238796984905589,0.00238796984905589,0.00238796984905589
67205.8,0.00453210767744986,0,0.00241495341569977,0.00241495341569977,0.00241495341569977
67206,0.00503884907493765,0,0.00241495341569977,0.00241495341569977,0.00241495341569977
67206.2,0.00146969384566991,0,0.00241495341569977,0.00241495341569977,0.00241495341569977
67206.4,0.00288617393793236,0,0.00241495341569977,0.00241495341569977,0.00241495341569977
